time_index,date,vol_wass_betti0,vol_wass_betti1,vol_wass_entropy,log_wass_betti0,log_wass_betti1,log_wass_entropy,log_dtw_betti0,log_dtw_betti1,log_dtw_entropy,vol_dtw_betti0,vol_dtw_betti1,vol_dtw_entropy,SP500,VIX,BVOL,CVI,vol_btc_parkinson,vol_btc_rogers,fng_value,fng_classification,event_label,sp_ret,sp_vol7,fear&greed,vol_wass_clustering,vol_wass_degree_centrality,vol_wass_pagerank,log_wass_clustering,log_wass_degree_centrality,log_wass_pagerank,log_dtw_clustering,log_dtw_degree_centrality,log_dtw_pagerank,vol_dtw_clustering,vol_dtw_degree_centrality,vol_dtw_pagerank
1110,2023-09-05,1.18,0.0,0.0,1.28,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4496.830078,14.0100002288818,14.24,42.3881,3.926099783769987e-05,0.0083575294032061,40.0,Fear,0,-0.0041941776151869226,0.0025188582395004795,40.0,0.9916520266799422,0.9915485949134863,0.1001932509865075,0.9916520266799422,0.9915485949134863,0.1001932509865075,0.8245297739245103,0.8232037821810136,0.1031633958777176,0.9937992316285984,0.9938009986040592,0.1001607466108086
1111,2023-09-06,1.18,0.0,0.0,1.26,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4465.47998046875,14.4499998092651,14.23,42.081,0.0001646654973837,0.0158994676479348,42.0,Fear,0,-0.006971599323849276,0.0030224146431317954,42.0,0.9917516637764604,0.9916375388673052,0.1001927662834284,0.9917516637764604,0.9916375388673052,0.1001927662834284,0.8260707769764546,0.824724441052704,0.103239477986322,0.993846779390345,0.9938485480120792,0.1001557327159226
1112,2023-09-07,1.18,0.0,0.0,1.26,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4451.14013671875,14.3999996185302,14.13,42.2887,0.0003422310084747,0.017200435430643,41.0,Fear,0,-0.0032112659361860363,0.0030860670684278876,41.0,0.991698772314469,0.9915792127008156,0.1001868717130297,0.991698772314469,0.9915792127008156,0.1001868717130297,0.8220062809726423,0.8204299180925316,0.1033790167757172,0.9939185269385976,0.9939202374822588,0.1001602294906613
1113,2023-09-08,1.18,0.0,0.0,1.28,0.0,0.0,1.4,0.0,0.0,1.18,0.0,0.0,4457.490234,13.8400001525878,14.29,42.6572,0.0002884525431834,0.0178341872842333,46.0,Fear,0,0.0014266226373926827,0.003016144038262005,46.0,0.9912038417713376,0.9910912543342114,0.1002072554880701,0.9912038417713376,0.9910912543342114,0.1002072554880701,0.8185157503407211,0.816636044384671,0.1029680532675913,0.9939372970880608,0.9939389563017634,0.1001579214758709
1114,2023-09-09,1.18,0.0,0.0,1.26,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4457.490234,13.8400001525878,14.29,42.6572,6.69980607549037e-06,0.0035699920008833,41.0,Fear,0,0.0,0.003016144038262005,41.0,0.9917965330695656,0.991704462940346,0.10018761827143,0.9917965330695656,0.991704462940346,0.10018761827143,0.8335149870841881,0.8320294426407487,0.1030288327498173,0.993429669216058,0.9934324924779074,0.1001778569913528
1115,2023-09-10,1.18,0.0,0.0,1.24,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4457.490234,13.8400001525878,14.29,42.6572,6.181232018157275e-05,0.009581595174737,40.0,Fear,1,0.0,0.003016144038262005,40.0,0.9920392535724524,0.9919353631193172,0.1001708693664167,0.9920392535724524,0.9919353631193172,0.1001708693664167,0.833839733514608,0.8324912986201456,0.1027753969739497,0.9944682715506832,0.9944708061411572,0.1001481258082059
1116,2023-09-11,1.18,0.0,0.0,1.24,0.0,0.1743947552054854,1.34,0.0,0.0,1.18,0.0,0.4653086916206964,4487.4599609375,13.8000001907348,14.27,46.2594,0.0005082577077033,0.0196622637441204,40.0,Fear,1,0.006723453190969009,0.004438605716064507,40.0,0.992454022008278,0.9923516893218024,0.100169114519036,0.992454022008278,0.9923516893218024,0.100169114519036,0.8423205258296929,0.8407922602510937,0.1026979376585409,0.9947536267284232,0.994755616642832,0.1001431538317114
1117,2023-09-12,1.18,0.0,0.0,1.22,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4461.89990234375,14.2299995422363,15.1,45.7906,0.0009434414400357,0.0348488882471699,30.0,Fear,1,-0.005695885604828921,0.004655917583811634,30.0,0.9926074410785862,0.9925060901313012,0.1001699897919235,0.9926074410785862,0.9925060901313012,0.1001699897919235,0.8444257065096105,0.8431133329239046,0.1026394078662225,0.9951918803333776,0.9951933866557358,0.1001318716838001
1118,2023-09-13,1.18,0.0,0.0,1.22,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4467.43994140625,13.4799995422363,15.23,45.5143,0.0001877598594914,0.0123902451840772,41.0,Fear,1,0.0012416323054647016,0.003905200065786257,41.0,0.9927099096996144,0.9926166869860752,0.1001679410027853,0.9927099096996144,0.9926166869860752,0.1001679410027853,0.8462306310701738,0.8450546014130126,0.1024725420924775,0.9954100717407316,0.9954116291501348,0.1001253645165492
1119,2023-09-14,1.18,0.0,0.0,1.24,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4505.10009765625,12.8199996948242,15.17,43.8062,0.0001872521247303,0.01456065332082,45.0,Fear,1,0.00842991886716793,0.004677669826659593,45.0,0.9926374058861588,0.9925473204668818,0.1001695518341316,0.9926374058861588,0.9925473204668818,0.1001695518341316,0.84464130716808,0.8434719597013849,0.1024417332118877,0.9954641917746376,0.9954657795019064,0.1001255395210988
1120,2023-09-15,1.18,0.0,0.0,1.22,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4450.31982421875,13.789999961853,15.24,42.0011,0.0001842207109507,0.0159492095210135,45.0,Fear,1,-0.012159612938677844,0.007045147087152687,45.0,0.9926813752051789,0.992588650479458,0.1001698627402415,0.9926813752051789,0.992588650479458,0.1001698627402415,0.841375362553714,0.8401391020795007,0.102590728553207,0.9954284830805435,0.9954302131663296,0.1001218399236549
1121,2023-09-16,1.18,0.0,0.0,1.22,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4450.31982421875,13.789999961853,15.24,42.0011,4.017258539988347e-05,0.0075294725571679,43.0,Fear,1,0.0,0.007045147087152687,43.0,0.9927726303767472,0.9926698393090324,0.1001605063104362,0.9927726303767472,0.9926698393090324,0.1001605063104362,0.8431583001695546,0.8416104329971601,0.1023539142949236,0.9954346880073572,0.9954361001514902,0.1001246164763606
1122,2023-09-17,1.18,0.0,0.0,1.24,0.0,0.0,1.32,0.0,0.0,1.18,0.0,0.0,4450.31982421875,13.789999961853,15.24,42.0011,1.5321543324931142e-05,0.0046400198840159,46.0,Fear,1,0.0,0.007045147087152687,46.0,0.9930446445579972,0.9929458989533122,0.1001599270474981,0.9930446445579972,0.9929458989533122,0.1001599270474981,0.8453425874272892,0.843840674657447,0.1021449475254036,0.9957999708732987,0.9958006402998908,0.1001050163401544
1123,2023-09-18,1.18,0.0,0.0,1.22,0.02,0.3854547524560447,1.36,0.0,0.0,1.18,0.0,0.0,4453.52978515625,14.0,13.5,43.0672,0.0004972132244212,0.0292193002174609,46.0,Fear,1,0.0007212876971294246,0.00639620773044731,46.0,0.9926699783172572,0.992546022410742,0.1001707152892936,0.9926699783172572,0.992546022410742,0.1001707152892936,0.8432875271451671,0.841332266383013,0.1024575579420196,0.995886856366596,0.9958874776182818,0.1001091023077566
1124,2023-09-19,1.18,0.0,0.0,1.24,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.6367499830532037,4443.9501953125,14.1099996566772,13.8,43.4041,0.0003203557816074,0.0181857984790843,46.0,Fear,1,-0.002151010615372817,0.006102127399105049,46.0,0.9924203793861798,0.9922873145689428,0.100172325142031,0.9924203793861798,0.9922873145689428,0.100172325142031,0.8365352064546517,0.8349281969482986,0.1025821994404386,0.995837745632925,0.9958379241485572,0.1000997139871094
1125,2023-09-20,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.0,1.18,0.0,0.0,4402.2001953125,15.1400003433227,13.86,43.6469,0.0001302665315647,0.0135414614533784,47.0,Neutral,1,-0.0093947947580596,0.006856484332657496,47.0,0.9919098311206204,0.9917763347687176,0.1001916773750929,0.9919098311206204,0.9917763347687176,0.1001916773750929,0.829672672844579,0.8278937812493062,0.1027997104529098,0.99550884472505,0.9955087307325912,0.1001159112161463
1126,2023-09-21,1.18,0.0,0.0,1.26,0.0,0.0,1.38,0.0,0.5786608149796783,1.18,0.0,0.0,4330.0,17.5400009155273,14.02,42.565,0.0002935054631709,0.0143157858422276,47.0,Neutral,1,-0.01640093410321941,0.006936118990246769,47.0,0.9912761277183308,0.991135855746669,0.1001996813427668,0.9912761277183308,0.991135855746669,0.1001996813427668,0.821712705955572,0.8202901256340069,0.1032509174133125,0.9950188541076908,0.9950197469663004,0.1001243053280821
1127,2023-09-22,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.0,1.18,0.0,0.0,4320.06005859375,17.2000007629394,13.98,39.5629,2.7071670475172746e-05,0.0064501853529526,43.0,Fear,1,-0.002295598477193961,0.006366196765161625,43.0,0.9915666312959622,0.9914040081635122,0.1001887101093959,0.9915666312959622,0.9914040081635122,0.1001887101093959,0.8280870681000044,0.8260708022798833,0.1035211864410478,0.9939621336489256,0.993965629695492,0.1001722163350336
1128,2023-09-23,1.18,0.0,0.0,1.24,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4320.06005859375,17.2000007629394,13.98,39.5629,6.597109774950705e-06,0.0030254012041356,47.0,Neutral,1,0.0,0.006366196765161625,47.0,0.9914108044015808,0.9912533867732906,0.1001986761626147,0.9914108044015808,0.9912533867732906,0.1001986761626147,0.8200086463531269,0.8183380866160235,0.1034790950774438,0.9940246830589052,0.994028471273434,0.1001679217421428
1129,2023-09-24,1.18,0.0,0.0,1.26,0.0,0.0,1.36,0.0,0.0,1.18,0.0,0.0,4320.06005859375,17.2000007629394,13.98,39.5629,0.0001261547236376,0.0103654774753016,44.0,Fear,1,0.0,0.006366196765161625,44.0,0.9915841832031214,0.9914320026202444,0.1002008670246607,0.9915841832031214,0.9914320026202444,0.1002008670246607,0.821572096306775,0.8196783285248583,0.1034104866594749,0.9940244684078772,0.9940287444548196,0.1001710057544199
1130,2023-09-25,1.18,0.0,0.0,1.26,0.0,0.0,1.36,0.0,0.0,1.18,0.0,0.0,4337.43994140625,16.8999996185302,13.43,41.0293,8.823353599593078e-05,0.0114661930158091,47.0,Neutral,1,0.0040230650909416354,0.006893563403818042,47.0,0.99169022697051,0.9915459928839786,0.1001989935402729,0.99169022697051,0.9915459928839786,0.1001989935402729,0.8219891700805206,0.8201491692431861,0.1032859536607502,0.9940168988093954,0.9940212531596672,0.1001679079205101
1131,2023-09-26,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.0,1.18,0.0,0.0,4273.52978515625,18.9400005340576,13.49,41.7591,4.688435332286767e-05,0.0078352464613386,46.0,Fear,1,-0.014734533990868215,0.007965762868540218,46.0,0.9917086751265736,0.9915600148410172,0.1002003069666577,0.9917086751265736,0.9915600148410172,0.1002003069666577,0.8197602063638236,0.8178998731770057,0.1036511083268093,0.9940189052988913,0.994023401229445,0.1001679906008703
1132,2023-09-27,1.18,0.0,0.0,1.24,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4274.509766,18.2199993133544,13.72,40.605,0.0002569843893124,0.0208786999738232,44.0,Fear,1,0.00022931414849480802,0.0080205628525414,44.0,0.9915272712571866,0.9913816298800322,0.1001975215503113,0.9915272712571866,0.9913816298800322,0.1001975215503113,0.8166725386939205,0.8149471267836199,0.1037867342048629,0.9940360099164972,0.994040207810697,0.1001640021000815
1133,2023-09-28,1.18,0.0,0.0,1.24,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4299.7001953125,17.3400001525878,13.86,41.4872,0.0004366601982471,0.017992536278848,46.0,Fear,1,0.005893173882270064,0.006665487461327516,46.0,0.9916343245144186,0.99148993932804,0.1001969981937485,0.9916343245144186,0.99148993932804,0.1001969981937485,0.8227281301968613,0.8209194545102653,0.103528793471536,0.9939307278670488,0.9939353319822808,0.1001714559552592
1134,2023-09-29,1.18,0.0,0.0,1.24,0.0,0.0,1.38,0.0,0.1524095037978852,1.18,0.0,0.0,4288.0498046875,17.5200004577636,11.45,38.8333,0.0001260127635852,0.0128820765300729,48.0,Neutral,1,-0.002709582086142026,0.006680888201276018,48.0,0.9915224174002452,0.9913650520812274,0.100183266623221,0.9915224174002452,0.9913650520812274,0.100183266623221,0.816350046434222,0.8143928935318192,0.1032950619098219,0.9940632924897352,0.9940676829869776,0.1001725184341005
1135,2023-09-30,1.18,0.0,0.0,1.26,0.0,0.0,1.38,0.0,0.0,1.18,0.0,0.0,4288.0498046875,17.5200004577636,11.45,38.8333,2.0368008416231415e-05,0.0057485583166948,47.0,Neutral,1,0.0,0.006680888201276018,47.0,0.9917288645033728,0.99156890053475,0.1001780100290638,0.9917288645033728,0.99156890053475,0.1001780100290638,0.8184301873001993,0.8162701643868784,0.1030544385312826,0.9940533161261308,0.9940569183992044,0.1001636200933708
1136,2023-10-01,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.2497286260452295,1.18,0.0,0.0,4288.0498046875,17.5200004577636,11.45,38.8333,0.0005583892092701,0.0095989818894965,48.0,Neutral,1,0.0,0.006680888201276018,48.0,0.991839339877888,0.9916714252645186,0.1001953880167283,0.991839339877888,0.9916714252645186,0.1001953880167283,0.8176609629609745,0.8154317798567,0.1028851161014872,0.994076921298492,0.9940803535756788,0.1001729507146563
1137,2023-10-02,1.18,0.0,0.0,1.24,0.0,0.0,1.34,0.0,0.0,1.18,0.0,0.0,4288.39013671875,17.6100006103515,11.12,42.3216,0.0006084840603884,0.0279721054752117,50.0,Neutral,1,7.936755559079245e-05,0.006340100168742928,50.0,0.9920515870698764,0.991889035469236,0.100186830843396,0.9920515870698764,0.991889035469236,0.100186830843396,0.8240719580560748,0.8216732247741586,0.1027808755879017,0.994097921063835,0.9941009447905516,0.1001678984967981
1138,2023-10-03,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.7814597752885434,1.18,0.0,0.0,4229.4501953125,19.7800006866455,11.37,40.7429,9.750642637559072e-05,0.0115436362812615,50.0,Neutral,1,-0.013744071674259506,0.0060002156731861316,50.0,0.9918639754767538,0.9916917112206692,0.1001968838299949,0.9918639754767538,0.9916917112206692,0.1001968838299949,0.8192438253116207,0.8168149522470847,0.1028107731359394,0.9940792646652308,0.9940824320968248,0.1001699691127291
1139,2023-10-04,1.18,0.0,0.0,1.24,0.0,0.0,1.36,0.0,0.6683444788516844,1.18,0.0,0.0,4263.75,18.579999923706,11.43,40.6664,0.0001592161460199,0.0121118987347598,49.0,Neutral,1,0.008109754957160709,0.007023080172667279,49.0,0.9920093193081267,0.9918491879797988,0.100191833183204,0.9920093193081267,0.9918491879797988,0.100191833183204,0.8193911165106854,0.8170640937652666,0.1029211923437687,0.9940585859268384,0.9940620324344754,0.100176024181899
1140,2023-10-05,1.18,0.0,0.0,1.24,0.0,0.0,1.38,0.04,0.6177051601432093,1.18,0.0,0.0,4258.18994140625,18.4899997711181,11.52,39.8322,0.0002405954062205,0.016677075272621,48.0,Neutral,1,-0.001304030159777203,0.006463185962111581,48.0,0.9919746581204404,0.9918051164096922,0.1001975870628705,0.9919746581204404,0.9918051164096922,0.1001975870628705,0.8149719372593915,0.8124559469511812,0.1024288011943537,0.9940650645007252,0.9940682505534802,0.1001679006978348
1141,2023-10-06,1.18,0.0,0.0,1.26,0.0,0.0,1.4,0.04,0.860057546393088,1.18,0.0,0.0,4308.5,17.4500007629394,11.6,38.7532,0.000504352005376,0.0227936887094716,50.0,Neutral,1,0.011814893014644445,0.008087618074104547,50.0,0.9908781158278148,0.9907315342304382,0.100227948220495,0.9908781158278148,0.9907315342304382,0.100227948220495,0.8038149439284398,0.8019360034635978,0.1029362605131744,0.9940722418953328,0.9940756167127648,0.1001626094439229
1142,2023-10-07,1.18,0.0,0.0,1.26,0.0,0.0,1.4,0.0,0.0,1.18,0.0,0.0,4308.5,17.4500007629394,11.6,38.7532,1.1477921145448749e-05,0.003973984137906,49.0,Neutral,1,0.0,0.008087618074104547,49.0,0.9908161065866852,0.9906805768213772,0.100218043433422,0.9908161065866852,0.9906805768213772,0.100218043433422,0.8005370463611436,0.7988154815582111,0.103362001325483,0.9928599849244414,0.9928661110607616,0.1001915805602744
1143,2023-10-08,1.18,0.0,0.0,1.26,0.0,0.0,1.4,0.0,0.0,1.18,0.0,0.0,4308.5,17.4500007629394,11.6,38.7532,6.046264989457856e-05,0.0092561821478211,50.0,Neutral,1,0.0,0.008087618074104547,50.0,0.9906758507289516,0.9905383968879248,0.1002199627839137,0.9906758507289516,0.9905383968879248,0.1002199627839137,0.8002333197197042,0.7985584513261572,0.1034910736622907,0.9927494602121782,0.9927561051357316,0.100196669207344
1144,2023-10-09,1.18,0.0,0.0,1.3,0.0,0.0,1.46,0.0,0.0,1.18,0.0,0.0,4335.660156,17.7000007629394,11.45,40.5143,0.0002226852812694,0.0162206393037376,50.0,Neutral,1,0.006303854241615392,0.008345069057684147,50.0,0.9903420700371548,0.990224337338424,0.1002366995201394,0.9903420700371548,0.990224337338424,0.1002366995201394,0.7924412440218008,0.7912161826047803,0.1036217390062198,0.9927809222246134,0.9927869880057092,0.100202696184078
1145,2023-10-10,1.18,0.0,0.0,1.32,0.0,0.0,1.44,0.0,0.0,1.18,0.0,0.0,4358.240234,17.0300006866455,11.48,41.1221,8.17702785711591e-05,0.0093931831548307,50.0,Neutral,1,0.005207990752861935,0.0049025968011536004,50.0,0.9895763331344106,0.9894648320522303,0.1002640742450824,0.9895763331344106,0.9894648320522303,0.1002640742450824,0.7849207174647972,0.7840757581202152,0.1039803847214522,0.9919304510489648,0.9919397859384712,0.1002318892388306
1146,2023-10-11,1.18,0.0,0.0,1.3,0.0,0.0,1.44,0.0,0.0,1.18,0.0,0.0,4376.9501953125,16.0900001525878,11.61,40.701,0.0004119645669703,0.0206428880660975,47.0,Neutral,1,0.004293008257447051,0.004612534909358169,47.0,0.9893616504781176,0.989250251514978,0.1002630560458913,0.9893616504781176,0.989250251514978,0.1002630560458913,0.7820780879572349,0.7814309984591785,0.1040239896631745,0.9915573465411488,0.9915707852343596,0.1002473358054681
1147,2023-10-12,1.18,0.0,0.0,1.3,0.0,0.0,1.42,0.0,0.0,1.18,0.0,0.0,4349.60986328125,16.6900005340576,10.77,40.5094,6.651311315201208e-05,0.0099379284021958,45.0,Fear,1,-0.00624643434611849,0.005753861377630958,45.0,0.990455242892996,0.9903442081532614,0.1002373647660461,0.990455242892996,0.9903442081532614,0.1002373647660461,0.7925781085629161,0.7914389239079149,0.1034172219940688,0.9907570395277654,0.990774264703748,0.1002719289357223
1148,2023-10-13,1.18,0.0,0.0,1.32,0.0,0.0,1.48,0.0,0.0,1.18,0.0,0.0,4327.77978515625,19.3199996948242,10.61,39.3328,8.237952356453665e-05,0.0111418932234495,44.0,Fear,1,-0.005018858888767519,0.0049422432301039565,44.0,0.9892928958065692,0.9891919158361508,0.1002669870817984,0.9892928958065692,0.9891919158361508,0.1002669870817984,0.777345349913008,0.7766453246853373,0.1040877049123312,0.9921432562031198,0.9921532760971218,0.100217822506027
1149,2023-10-14,1.18,0.0,0.0,1.32,0.0,0.0,1.5,0.0,0.0,1.18,0.0,0.0,4327.77978515625,19.3199996948242,10.61,39.3328,1.1891896316998306e-05,0.0043127786852547,47.0,Neutral,1,0.0,0.0049422432301039565,47.0,0.9887656004441808,0.9886668300331956,0.1002850714566874,0.9887656004441808,0.9886668300331956,0.1002850714566874,0.7750248558061342,0.7745135941386814,0.1033482143360767,0.990542884593582,0.9905540716229352,0.1002561951968949
1150,2023-10-15,1.18,0.0,0.0,1.36,0.0,0.0,1.5,0.0,0.0,1.18,0.0,0.0,4327.77978515625,19.3199996948242,10.61,39.3328,0.0001094556248638,0.009731093495339,45.0,Fear,1,0.0,0.0049422432301039565,45.0,0.9881895135716836,0.988085223236195,0.1002973283954336,0.9881895135716836,0.988085223236195,0.1002973283954336,0.7687274318195395,0.7684442713802484,0.103352509169478,0.9902006670140596,0.9902122059499276,0.1002651108083551
1151,2023-10-16,1.18,0.0,0.0,1.34,0.0,0.0,1.52,0.0,0.0,1.18,0.0,0.0,4373.6298828125,17.2099990844726,10.95,42.8369,0.0024235828282059,0.0514579253847212,47.0,Neutral,1,0.01059436938392988,0.0059282098605797605,47.0,0.988204852881721,0.9880932673839896,0.1002784479602077,0.988204852881721,0.9880932673839896,0.1002784479602077,0.7626850440576926,0.7623352030065194,0.1035911082714715,0.9891161589670154,0.9891323076003972,0.1002991946166537
1152,2023-10-17,1.18,0.0,0.0,1.34,0.0,0.0,1.52,0.0,0.0,1.18,0.0,0.0,4373.2001953125,17.8799991607666,11.33,43.4152,0.0001159534962186,0.0134669748186548,52.0,Neutral,1,-9.824505308242415e-05,0.005673229542870752,52.0,0.9878697033758306,0.9877780913588036,0.100309534109096,0.9878697033758306,0.9877780913588036,0.100309534109096,0.7622552546083734,0.7611207742703324,0.1038199971870103,0.988274105568979,0.9882902685211488,0.1003233763927713
1153,2023-10-18,1.18,0.0,0.0,1.34,0.0,0.0,1.5,0.0,0.0,1.18,0.0,0.0,4314.60009765625,19.2199993133544,11.09,41.9381,0.0002263729888764,0.0192711650631188,50.0,Neutral,1,-0.013399820506516447,0.007386162215616642,50.0,0.9878064854868568,0.9877171636675074,0.1003013356527273,0.9878064854868568,0.9877171636675074,0.1003013356527273,0.7634213297442642,0.7635426197197146,0.1036244412177447,0.988183647053147,0.9882003010125552,0.1003046831752509
1154,2023-10-19,1.18,0.0,0.0,1.36,0.0,0.0,1.5,0.0,0.0,1.18,0.0,0.0,4278.0,21.3999996185302,10.71,41.6819,0.0002261439517555,0.0148804546226816,52.0,Neutral,1,-0.008482848196321058,0.007643133988074149,52.0,0.9875257922723752,0.9874378508866496,0.1003102297301017,0.9875257922723752,0.9874378508866496,0.1003102297301017,0.7622680911568152,0.7614114264070448,0.1038811268531729,0.9885643999175376,0.9885805387891616,0.1003169270506671
